query	Preferred_name
g22545	CCDC39
g22547	AP.1sigma
g22548	DNAJC21
g22549	g22549
g22550	MOGAT2
g22551	g22551
g22552	g22552
g22553	g22553
g22554	LSM1
g22555	CDIP1.2
g22556	g22556
g22557	CENPI
g22558	TMCO3
g22560	MPI
g22561	ENOX2
g22562	S1PR3
g22563	ACVR2A.2
g22564	ADAT2
g22565	ASL
g22566	GAL3ST2
g22568	g22568
g22569	PLSCR1
g22570	g22570
g22571	TBXAS1.15
g22572	TBXAS1.16
g22573	g22573
g22575	g22575
g22578	g22578
g22579	PLSCR1.1
g22580	TBXAS1.17
g22581	CHST11.4
g22582	CUL3
g22583	g22583
g22584	RCBTB1
g22585	FSTL1
g22586	MRE11A
g22587	GSK3B
g22588	DLG3
g22589	MED4
g22590	TAF9B
g22591	g22591
g22592	RPL35A
g22593	g22593
g22594	g22594
g22595	g22595
g22596	DTYMK
g22597	ZIC5
g22598	ATG4A
g22599	g22599
g22600	ZDHHC23
g22601	PSMC6
g22602	ACER3
g22603	FUT9
g22604	FUT9.1
g22605	FUT4.5
g22606	ORC3
g22607	MIS12
g22608	CNTROB
g22609	TRAPPC1
g22610	MYEOV2
g22611	LAMP1
g22612	LAMP1.1
g22613	LAMP1.2
g22614	BTG4
g22619	UFC1
g22620	g22620
g22621	g22621
g22622	g22622
g22624	g22624
g22625	CLHC1.1
g22626	DNAJC12
g22627	PPP1R11
g22628	g22628
g22629	g22629
g22630	PGP
g22631	BACE1
g22632	SIDT1
g22633	Kiaa1467
g22634	FBXO3
g22635	g22635
g22637	g22637
g22638	g22638
g22639	ASCC1
g22641	g22641
g22642	TMEM232
g22645	TMEM232.1
g22646	g22646
g22647	GLRA3.1
g22648	DKC1
g22649	g22649
g22650	g22650
g22651	g22651
g22652	VWA8
g22653	TRIM3
g22654	g22654
g22655	DYRK1A
g22656	SC5D
g22657	RBM42
g22658	TMEM151B.5
g22659	TMEM151B.6
g22660	TMEM151B.7
g22661	TMEM151B.8
g22662	TMEM151B.9
g22663	TMEM151B.10
g22664	TMEM151B.11
g22666	FBL
g22667	ATP5L
g22668	EMR1
g22669	ARRB1
g22670	g22670
g22671	g22671
g22672	FAM21A
g22673	ROBO1.3
g22674	g22674
g22675	g22675
g22676	g22676
g22677	g22677
g22678	g22678
g22679	g22679
g22680	FLAD1
g22681	g22681
g22682	g22682
g22683	g22683
g22684	PRKCI
g22685	g22685
g22686	g22686
g22687	g22687
g22688	ITGAX.3
g22689	g22689
g22690	g22690
g22691	g22691
g22692	g22692
g22695	g22695
g22696	g22696
g22697	g22697
g22698	g22698
g22699	g22699
g22700	NPTX1.8
g22701	g22701
g22702	g22702
g22703	g22703
g22705	g22705
g22706	g22706
g22707	g22707
g22708	g22708
g22709	g22709
g22710	g22710
g22711	g22711
g22712	g22712
g22713	g22713
g22714	g22714
g22715	g22715
g22716	g22716
g22717	g22717
g22718	g22718
g22719	g22719
g22720	g22720
g22721	g22721
g22722	g22722
g22724	CD209.6
g22725	g22725
g22726	g22726
g22728	g22728
g22729	ADAMTS10.3
g22730	ADAMTS10.4
g22731	g22731
g22732	BTBD1
g22733	g22733
g22734	g22734
g22735	g22735
g22736	g22736
g22737	g22737
g22738	g22738
g22739	g22739
g22740	g22740
g22741	RYK.1
g22742	g22742
g22743	PRKX
g22744	MFSD1
g22745	g22745
g22746	g22746
g22747	SSC4D
g22748	g22748
g22749	ADRB3.3
g22751	g22751
g22752	SAGE1
g22753	TSTD1
g22754	g22754
g22755	g22755
g22756	g22756
g22758	NPY1R.1
g22759	IP6K1
g22760	NUDT3
g22761	TMEM164
g22762	ZFP37
g22763	WNT2B.1
g22764	g22764
g22766	ARGLU1
g22767	g22767
g22768	MEGF8.1
g22769	g22769
g22770	EI24
g22771	CYP46A1.8
g22772	CYP46A1.9
g22773	g22773
g22774	g22774
g22777	COX23
g22778	g22778
g22779	g22779
g22780	g22780
g22786	g22786
g22787	INTS10
g22788	uba52
g22789	CBLB
g22791	g22791
g22792	TRAPPC4
g22793	g22793
g22794	g22794
g22795	RBBP5
g22796	g22796
g22797	g22797
g22798	g22798
g22799	g22799
g22801	g22801
g22802	g22802
g22803	g22803
g22804	g22804
g22805	g22805
g22806	g22806
g22807	g22807
g22808	g22808
g22809	g22809
g22810	g22810
g22811	g22811
g22812	g22812
g22813	g22813
g22814	g22814
g22815	g22815
g22816	g22816
g22818	g22818
g22819	g22819
g22820	g22820
g22822	g22822
g22824	g22824
g22825	g22825
g22826	ETFB
g22827	CCDC153
g22828	IFT46
g22829	HLTF
g22830	HLTF.1
g22831	EIF4A2
g22833	g22833
g22835	ATG3
g22836	NPL
g22837	g22837
g22838	g22838
g22839	g22839
g22840	MEGF8.2
g22841	FAM26E.4
g22842	sno
g22843	GPR161.1
g22844	HYKK.1
g22845	KCNA2.7
g22846	KCNA2.8
g22847	IWS1
g22848	g22848
g22849	RRAGB
g22850	UPF3B
g22851	NCEH1
g22852	NCEH1.1
g22853	C10orf2.1
g22854	NCEH1.2
g22855	g22855
g22856	g22856
g22857	g22857
g22858	g22858
g22859	g22859
g22860	g22860
g22861	g22861
g22862	g22862
g22863	g22863
g22864	g22864
g22865	MOGAT2.1
g22866	BRCC3
g22867	g22867
g22868	MOGAT2.2
g22869	g22869
g22870	ECT2
g22871	YAP1
g22872	C11orf70
g22873	INTS4
g22874	COPS6
g22875	g22875
g22876	g22876
g22877	g22877
g22878	g22878
g22879	KCNA5
g22880	g22880
g22881	g22881
g22882	GPR180
g22883	KLHL4
g22884	RBMX2
g22885	WDR53
g22886	TFDP1
g22887	TPP2
g22888	RHBDD1
g22889	g22889
g22890	g22890
g22891	g22891
g22892	g22892
g22894	C7orf43
g22895	LAMTOR4
g22896	DGKD
g22897	ATP1B1
g22898	CFAP44
g22899	CEP164
g22900	g22900
g22906	GPR83.5
g22907	GPR83.6
g22908	GPR50.16
g22909	g22909
g22910	Pgr15l
g22911	DOCK11
g22912	QRFPR.5
g22913	SOX14.1
g22914	VPS37A
g22915	HTR1B
g22919	g22919
g22920	KLHL11.3
g22921	g22921
g22922	FAM26F.2
g22923	FAM26F.3
g22924	FAM26F.4
g22925	RNASEH2B
g22926	ZC3H13
g22927	TOMM70A.1
g22928	APLP2
g22929	g22929
g22932	g22932
g22933	g22933
g22934	g22934
g22937	g22937
g22938	g22938
g22939	g22939
g22940	HAUS5
g22941	g22941
g22942	g22942
g22943	g22943
g22945	g22945
g22946	g22946
g22947	ELK3
g22948	FLI1.1
g22949	TBRG1
g22952	SLC16A2.7
g22953	g22953
g22954	g22954
g22955	g22955
g22957	g22957
g22958	g22958
g22959	g22959
g22960	g22960
g22961	g22961
g22962	g22962
g22963	TSEN15
g22964	ZNHIT1
g22965	PKC1
g22966	g22966
g22967	g22967
g22968	g22968
g22969	g22969
g22970	g22970
g22971	g22971
g22972	g22972
g22973	g22973
g22974	g22974
g22975	ADAMTSL5.1
g22977	FAM26E.5
g22979	ARHGEF4
g22980	ZRSR2
g22982	PXDN.12
g22984	g22984
g22985	g22985
g22986	SERPINB10
g22987	g22987
g22988	SRPN3
g22989	g22989
g22990	g22990
g22991	AGFG1
g22992	ARHGEF6
g22993	SERPINB8
g22994	g22994
g22995	SERPINB1.1
g22996	BLZF1
g22997	TMTC4
g22998	NKAP
g22999	ANKRD39
g23000	COF1.7
g23001	g23001
g23002	g23002
g23003	MMGT1
g23006	L1CAM.1
g23007	g23007
g23008	g23008
g23009	g23009
g23010	g23010
g23011	g23011
g23012	SLC9A6
g23013	Nhe3.1
g23014	fax.1.1
g23015	g23015
g23016	g23016
g23025	TCTEX1D2
g23026	TNFSF10.1
g23027	g23027
g23028	g23028
g23029	ALG9
g23030	ANKRD40.1
g23031	g23031
g23032	g23032
g23033	g23033
g23034	NLRP5
g23035	g23035
g23036	g23036
g23037	g23037
g23038	g23038
g23040	g23040
g23041	g23041
g23042	g23042
g23045	g23045
g23046	g23046
g23047	g23047
g23048	g23048
g23049	g23049
g23050	g23050
g23052	RSF1
g23053	PPP2R3A
g23054	MSL2
g23055	PCCB
g23056	g23056
g23058	TMEM151B.12
g23060	TMEM151B.13
g23061	TMEM151B.14
g23062	TMEM151B.15
g23063	tor.4
g23064	TMEM151B.16
g23065	g23065
g23066	TMEM151B.17
g23067	g23067
g23068	g23068
g23069	UNC80
g23070	CYP21A2.1
g23071	PSMD1
g23072	g23072
g23073	CHRDL1.1
g23074	g23074
g23075	SUCLA2
g23076	g23076
g23077	g23077
g23078	g23078
g23079	CUZD1.5
g23080	g23080
g23081	g23081
g23086	PXDN.13
g23087	g23087
g23088	g23088
g23089	g23089
g23094	MFGE8.10
g23095	EIF3F.1
g23096	tor.5
g23097	BLK
g23099	tor.6
g23101	KCTD1.5
g23107	MC2R.5
g23109	TEKT1
g23110	ATP1A1
g23111	ATP1A1.1
g23112	ABCC1.1
g23115	ABCC1.2
g23118	g23118
g23120	EDIL3.12
g23122	g23122
g23123	BHMT.6
g23128	XKR6.2
g23129	ABCC2.1
g23130	ABCC1.3
g23131	g23131
g23132	ABCC1.4
g23133	ABCC1.5
g23134	g23134
g23135	eprA1
g23136	g23136
g23137	eprA1.1
g23138	g23138
g23139	g23139
g23140	g23140
g23141	g23141
g23142	g23142
g23143	g23143
g23145	g23145
g23146	g23146
g23149	g23149
g23150	g23150
g23151	GABPA
g23152	g23152
g23153	g23153
g23154	GABPA.1
g23155	g23155
g23159	POLD3
g23160	TMEM256
g23161	g23161
g23162	ASIC3
g23163	g23163
g23164	SLC4A2.1
g23165	ASIC3.1
g23166	ASIC2.8
g23167	MGAT4C
g23168	SCNN1B.12
g23169	ASIC2.9
g23170	g23170
g23172	SLC4A2.2
g23173	g23173
g23174	SLC4A2.3
g23175	ASIC2.10
g23176	ASIC5.2
g23177	ASIC4.1
g23178	ASIC4.2
g23180	ABCC3.3
g23181	MGAT4C.1
g23182	g23182
g23183	UVRAG
g23184	MED14
g23185	TNR.45
g23186	g23186
g23187	TNR.46
g23188	g23188
g23189	g23189
g23190	g23190
g23191	g23191
g23192	g23192
g23193	g23193
g23194	g23194
g23195	MFSD8
g23196	g23196
g23197	MFSD8.1
g23198	g23198
g23199	g23199
g23200	g23200
g23201	g23201
g23202	g23202
g23203	GPX4
g23205	g23205
g23206	CASR.6
g23207	g23207
g23208	g23208
g23209	XRRA1
g23210	UGGT1
g23211	TMEM151B.18
g23212	g23212
g23214	MFSD8.2
g23215	g23215
g23216	MFSD8.3
g23217	g23217
g23218	g23218
g23219	ENDOD1.4
g23221	FARP1
g23222	SLC1A2
g23224	g23224
g23225	g23225
g23226	g23226
g23227	g23227
g23228	g23228
g23229	g23229
g23232	MUC5B.4
g23233	g23233
g23235	g23235
g23236	SLC1A2.1
g23237	g23237
g23238	g23238
g23239	g23239
g23240	g23240
g23241	g23241
g23242	g23242
g23243	PRRT4.8
g23244	SLC1A1
g23245	SLC1A2.2
g23246	SLC1A2.3
g23247	SLC1A2.4
g23248	SLC1A2.5
g23249	SLC1A1.1
g23250	SLC1A2.6
g23251	SLC1A2.7
g23252	SLC1A2.8
g23253	SLC1A2.9
g23255	LRRK2.3
g23256	g23256
g23257	g23257
g23258	SLC1A2.10
g23261	TUBGCP3
g23262	g23262
g23266	COL4A1
g23267	COL4A1.1
g23268	g23268
g23269	ANGPT4.2
g23270	PCID2
g23271	RDH8.2
g23272	TUBB4B.4
g23273	PEX1
g23274	RPP38
g23276	SPRYD7
g23277	EIF2A
g23278	WRAP53
g23279	FBXL18
g23280	FBXL18.1
g23281	U2SURP
g23282	DMRTC2
g23283	g23283
g23284	XRCC1
g23285	ovo
g23286	ovo.1
g23287	g23287
g23288	g23288
g23289	MBNL2
g23290	THAP4.1
g23296	g23296
g23297	LRCH1
g23298	g23298
g23299	SLC39A10.1
g23300	RPS25
g23301	ASCC2
g23302	GK
g23305	g23305
g23306	WNT1.7
g23307	KCNA2.9
g23308	g23308
g23309	SLC16A2.8
g23310	SLC16A2.9
g23311	TRAF3.8
g23312	TREX1
g23313	GCC2
g23314	g23314
g23315	g23315
g23316	ESD
g23321	g23321
g23327	HVCN1.2
g23328	g23328
g23329	TMEM192
g23330	PPOX
g23331	PDE9A
g23332	g23332
g23333	SORL1
g23334	CCDC114.1
g23335	HPCAL1
g23336	g23336
g23337	COG6
g23338	LIPT2
g23339	HDHD1
g23340	g23340
g23343	PTPRQ.5
g23344	SORL1.1
g23346	g23346
g23347	g23347
g23348	SORL1.2
g23349	BLM.1
g23350	SORL1.3
g23351	CD209.7
g23352	spn.E.12
g23353	CHST10.3
g23355	CHST10.4
g23357	GK5
g23358	KDM6A
g23360	Pvr
g23364	HMCN2.10
g23365	THAP9.1
g23367	HMCN1.39
g23368	HMCN1.40
g23369	g23369
g23370	HMCN1.41
g23371	L1TD1.6
g23372	g23372
g23373	g23373
g23374	g23374
g23375	g23375
g23377	g23377
g23378	DRD2.2
g23379	g23379
g23380	g23380
g23382	g23382
g23384	g23384
g23385	g23385
g23387	g23387
g23388	g23388
g23389	g23389
g23390	g23390
g23391	g23391
g23393	g23393
g23394	g23394
g23395	THAP2.2
g23397	g23397
g23398	PDGFRB.3
g23401	OPCML
g23402	g23402
g23403	LSAMP
g23404	g23404
g23405	OPCML.1
g23406	g23406
g23408	g23408
g23409	HMCN1.42
g23412	OPCML.2
g23413	FGFR1.3
g23414	g23414
g23415	g23415
g23416	FGFR1.4
g23417	FGFR1.5
g23419	FGFR1.6
g23420	g23420
g23421	g23421
g23422	g23422
g23423	g23423
g23424	g23424
g23425	DMBT1.7
g23426	PAPLN.1
g23427	g23427
g23428	HMCN2.11
g23429	g23429
g23433	g23433
g23434	g23434
g23436	g23436
g23437	g23437
g23439	g23439
g23442	g23442
g23443	KLHL1
g23444	g23444
g23446	g23446
g23447	g23447
g23448	g23448
g23449	HMCN1.43
g23450	LRRC24
g23451	g23451
g23452	g23452
g23453	g23453
g23454	MXRA5.1
g23455	PGBD4.4
g23456	TTN.7
g23457	HMCN1.44
g23458	g23458
g23459	ROR1
g23460	COL28A1
g23462	g23462
g23463	MYO7A.1
g23464	ck
g23465	TTN.8
g23466	ABCC4.33
g23467	FIS1
g23468	ARX
g23469	KPNA4
g23470	ZNHIT6
g23471	g23471
g23472	prss16
g23473	RDH8.3
g23474	RWDD4
g23475	RDH8.4
g23477	g23477
g23478	KIAA0226
g23479	SLC4A3
g23480	SMC4
g23481	MOSPD1
g23482	FTSJ1
g23483	NCAN.1
g23484	RAP2C
g23485	tspan16
g23486	g23486
g23487	USP9X
g23488	INPPL1
g23489	g23489
g23490	g23490
g23491	SLC19A2
g23492	CBS
g23493	g23493
g23494	CELA3B.3
g23495	HPN.1
g23496	g23496
g23497	g23497
g23498	NFRKB
g23499	COG8
g23500	PDCD10
g23501	TRIP12
g23502	SPINT3.1
g23503	g23503
g23504	lat.1.2
g23505	NELFA
g23506	ATP11B
g23507	g23507
g23508	g23508
g23509	ENTPD2
g23510	DMBT1.8
g23511	g23511
g23512	CDHR1
g23516	g23516
g23517	TBC1D23
g23518	NAA50
g23519	DSCR3
g23521	g23521
g23523	ARHGEF12
g23524	DRAM2.5
g23525	DRAM1.4
g23526	DRAM1.5
g23527	g23527
g23528	g23528
g23529	g23529
g23530	g23530
g23531	g23531
g23532	g23532
g23533	g23533
g23534	g23534
g23535	pplD2.1
g23536	g23536
g23537	g23537
g23538	g23538
g23539	pplD2.2
g23540	g23540
g23542	g23542
g23543	g23543
g23544	g23544
g23545	g23545
g23546	g23546
g23548	g23548
g23549	g23549
g23550	g23550
g23551	g23551
g23552	g23552
g23556	PAK3
g23557	g23557
g23558	g23558
g23559	pats1.7
g23561	g23561
g23562	g23562
g23563	g23563
g23566	g23566
g23567	g23567
g23569	HTR1F.12
g23570	STK24
g23571	GRAMD1B
g23572	PPP2R1B
g23573	g23573
g23574	g23574
g23575	g23575
g23576	g23576
g23577	g23577
g23578	CNS1.1
g23580	g23580
g23581	g23581
g23582	g23582
g23583	NEURL3
g23584	POLR3B.3
g23586	CSMD2.3
g23588	g23588
g23590	g23590
g23591	CLEC4G
g23592	TM2D3
g23593	ATP6V1A
g23594	g23594
g23595	YND1
g23597	g23597
g23601	g23601
g23602	g23602
g23604	g23604
g23606	g23606
g23607	g23607
g23608	CNS1.2
g23610	g23610
g23611	TMEM145.2
g23612	cks1b
g23613	TMEM145.3
g23614	g23614
g23615	CIC
g23616	USP28
g23617	CASK
g23618	g23618
g23619	U2AF1
g23620	PSENEN
g23621	SMG9
g23623	g23623
g23624	CFAP126
g23625	SLC37A1
g23626	g23626
g23627	g23627
g23629	g23629
g23630	PTPMT1
g23631	ZNF511
g23632	g23632
g23633	CHST10.5
g23634	FAM26E.6
g23635	FAM26E.7
g23636	ARHGAP32
g23637	CASQ2
g23638	HMBS
g23639	ATP5J
g23640	TMEM147
g23641	g23641
g23642	TAAR9
g23643	MOXD1.17
g23644	g23644
g23645	g23645
g23646	g23646
g23647	g23647
g23648	g23648
g23649	g23649
g23650	g23650
g23651	g23651
g23652	LYPD2.1
g23654	g23654
g23655	ATP6AP2
g23656	BCOR
g23657	g23657
g23658	g23658
g23659	g23659
g23660	g23660
g23661	g23661
g23666	g23666
g23667	g23667
g23668	Taar7a
g23669	Taar7a.1
g23670	HNMT.3
g23671	Taar7a.2
g23672	HNMT.4
g23673	HNMT.5
g23674	PNPLA3
g23675	ZNRD1
g23676	HNMT.6
g23677	HNMT.7
g23678	HNMT.8
g23679	g23679
g23680	HNMT.9
g23681	g23681
g23682	GLF
g23683	g23683
g23684	TBXAS1.18
g23685	g23685
g23686	g23686
g23687	g23687
g23688	g23688
g23689	g23689
g23690	g23690
g23691	g23691
g23692	g23692
g23693	CAPN6
g23694	CAPN6.1
g23695	ANKRD42.1
g23697	g23697
g23698	g23698
g23699	g23699
g23700	g23700
g23703	g23703
g23704	g23704
g23705	g23705
g23706	g23706
g23707	g23707
g23708	g23708
g23709	CLEC1B
g23710	GPRNPY4.3
g23711	g23711
g23712	g23712
g23713	g23713
g23715	SCNN1B.13
g23716	g23716
g23718	g23718
g23719	g23719
g23720	THAP9.2
g23721	g23721
g23722	g23722
g23723	SCNN1B.14
g23724	g23724
g23725	GPRNPY4.4
g23726	NPY2R.2
g23727	GPRNPY4.5
g23728	g23728
g23729	g23729
g23730	ACADVL
g23731	g23731
g23732	g23732
g23733	g23733
g23734	g23734
g23735	g23735
g23736	g23736
g23737	g23737
g23738	UGT2B4
g23739	UGT2B4.1
g23740	UGT2B4.2
g23741	UGT2B4.3
g23742	g23742
g23743	g23743
g23744	g23744
g23745	g23745
g23746	g23746
g23747	g23747
g23752	g23752
g23753	g23753
g23754	g23754
g23755	NPTX1.9
g23756	NPTX1.10
g23757	TOMM40L
g23758	ZPR1
g23759	g23759
g23760	g23760
g23761	SIK2
g23762	MRPL41.1
g23763	g23763
g23764	MAB21L3.8
g23765	g23765
g23766	g23766
g23767	g23767
g23770	SIK3
g23771	g23771
g23772	g23772
g23773	g23773
g23774	g23774
g23776	g23776
g23777	g23777
g23778	g23778
g23779	g23779
g23780	g23780
g23781	g23781
g23782	g23782
g23783	g23783
g23784	g23784
g23785	g23785
g23786	g23786
g23787	g23787
g23788	g23788
g23789	g23789
g23790	g23790
g23791	g23791
g23792	g23792
g23793	CYP301A1
g23794	CYP301B1
g23795	CYP301A1.1
g23796	CYP301B1.1
g23797	CYP301A1.2
g23798	g23798
g23799	g23799
g23800	SSPO.10
g23802	CUL4A
g23803	g23803
g23804	g23804
g23805	g23805
g23806	g23806
g23807	g23807
g23808	g23808
g23809	g23809
g23810	g23810
g23811	GFM1
g23812	g23812
g23813	g23813
g23814	g23814
g23815	GFM1.1
g23816	NOL4
g23817	FAM43B
g23818	FAM43B.1
g23819	PDIA4.2
g23820	Nradd
g23821	ZNF496
g23823	g23823
g23826	g23826
g23836	g23836
g23837	g23837
g23838	g23838
g23847	ZNF18
g23855	g23855
g23860	g23860
g23861	NOMO1
g23862	g23862
g23863	pus7l
g23870	g23870
g23871	g23871
g23872	g23872
g23875	GDA1
g23876	g23876
g23878	g23878
g23879	g23879
g23880	DPAGT1
g23881	CHEK1
g23882	NIT2
g23883	DRAM2.6
g23884	g23884
g23885	ZNF333
g23886	SLC39A12
g23887	B4GALNT3.1
g23888	g23888
g23889	DIXDC1
g23890	OAF
g23891	AMPD2
g23892	g23892
g23893	PKNOX2
g23894	GPLD1
g23895	ABCG4
g23896	g23896
g23897	g23897
g23899	g23899
g23900	PSMC4
g23901	MAB21L3.9
g23902	g23902
g23903	FUT11.1
g23904	SEL1L3
g23905	GPR161.2
g23906	GPR161.3
g23907	g23907
g23908	GPR161.4
g23909	HTR7.6
g23910	g23910
g23911	HMCN1.45
g23912	g23912
g23913	g23913
g23914	g23914
g23915	g23915
g23916	g23916
g23917	g23917
g23918	g23918
g23919	VANGL1
g23920	TTC3.1
g23921	SLC7A9.3
g23922	POLR2D.1
g23923	SLC7A13
g23924	NAT8L.7
g23925	CFAP45
g23926	MRPL37
g23927	RABAC1
g23928	NDUFS2
g23929	g23929
g23930	NDUFS2.1
g23931	LIPE
g23932	g23932
g23933	ARCN1
g23934	g23934
g23936	g23936
g23937	NCAM2.2
g23938	NRCAM.1
g23939	NCAM2.3
g23940	NCAM2.4
g23941	BARX2
g23942	SMOC2.1
g23943	g23943
g23944	g23944
g23945	dap
g23946	proser3
g23947	PFDN2
g23948	HYOU1
g23949	g23949
g23950	MAEL
g23951	g23951
g23952	MAEL.1
g23953	g23953
g23954	MAEL.2
g23955	B3GALT6
g23956	NUFIP1
g23957	NCBP2
g23958	g23958
g23959	ytxA
g23960	g23960
g23961	ytxA.1
g23962	SAP130
g23963	SELENOT
g23964	EPSTI1
g23967	g23967
g23968	g23968
g23969	g23969
g23970	g23970
g23971	ZBBX
g23972	C11orf88
g23974	BAG1
g23976	g23976
g23977	g23977
g23978	g23978
g23980	g23980
g23981	PDGFB.1
g23983	FXR1
g23984	MCCC1
g23985	CXorf58
g23986	IFT80
g23987	HMCN1.46
g23988	g23988
g23989	FGL2.2
g23990	g23990
g23991	g23991
g23992	g23992
g23993	g23993
g23994	STAG3
g23995	g23995
g23996	g23996
g23997	TFF3
g24000	CycB3
g24001	SLC25A30
g24002	g24002
g24005	g24005
g24006	g24006
g24007	g24007
g24008	g24008
g24009	g24009
g24010	g24010
g24011	IFT57
g24012	PSMD9
g24013	TTC12
g24014	DCAF8
g24015	g24015
g24016	igsf9
g24017	g24017
g24018	g24018
g24019	PRDM14.2
g24020	EFHC2
g24021	g24021
g24022	TAF6
g24023	g24023
g24024	g24024
g24025	g24025
g24026	g24026
g24027	GPRGHP1.1
g24028	g24028
g24029	g24029
g24030	PARL
g24031	GPC2
g24032	GPC2.1
g24034	RNF168
g24035	PELP1
g24036	COG3
g24037	g24037
g24038	MAP4K4
g24039	DDX3X
g24040	g24040
g24041	g24041
g24042	g24042
g24043	g24043
g24044	g24044
g24046	HSPA12A
g24047	TBL1XR1
g24048	RpL8
g24049	g24049
g24050	FUNDC1
g24051	IFT81
g24052	UBXN7
g24053	DZIP1L
g24054	DNAJC3
g24055	g24055
g24056	pnbA
g24057	g24057
g24058	ADRA1B.7
g24059	GluCl.5
g24060	TMTC4.1
g24061	TEN1
g24062	beta.CA
g24063	SLC16A3
g24064	g24064
g24066	g24066
g24068	g24068
g24069	CMC2
g24078	g24078
g24084	g24084
g24085	g24085
g24086	SDHC
g24089	PAFAH1B3
g24090	NUDT18
g24091	TMEM218
g24092	NCSTN
g24093	XRCC2
g24094	SPA17
g24095	RSPH1.1
g24096	POLA1
g24097	g24097
g24098	g24098
g24099	g24099
g24100	g24100
g24101	g24101
g24102	g24102
g24103	g24103
g24104	g24104
g24106	g24106
g24107	g24107
g24108	g24108
g24109	g24109
g24110	PCYT1A
g24111	LRRC63
g24112	ERICH6
g24113	GYG1
g24114	g24114
g24115	ENPP5
g24116	g24116
g24117	KIAA1731
g24118	ADRA1D.1
g24123	TRMT12.1
g24124	g24124
g24125	POLR2L
g24126	LHFPL1
g24127	MPDU1
g24128	MPDU1.1
g24129	g24129
g24130	NPC2.3
g24131	NPC2.4
g24132	ADRA1B.8
g24133	LACTBL1
g24134	CTHRC1.40
g24135	g24135
g24136	g24136
g24137	RPS19
g24138	g24138
g24139	DRD2.3
g24142	TAAR9.1
g24143	g24143
g24144	TAAR9.2
g24145	g24145
g24146	g24146
g24147	g24147
g24149	g24149
g24153	g24153
g24154	g24154
g24155	g24155
g24156	g24156
g24157	g24157
g24158	g24158
g24159	g24159
g24160	g24160
g24161	g24161
g24163	GABBR2.4
g24164	LRRC58
g24165	g24165
g24166	g24166
g24167	REXO2
g24169	PCBD2.1
g24170	PEX19
g24171	FTH1.1
g24172	FTHL17
g24173	FTH1.2
g24174	SPA17.1
g24175	g24175
g24176	g24176
g24177	g24177
g24178	g24178
g24180	acuI
g24181	USP2
g24182	BCL3
g24183	VIMP
g24185	BCL3.1
g24186	ADRA1D.2
g24187	MRPL17
g24188	rplQ
g24189	GRM3.1
g24190	SAT2
g24192	SAT2.1
g24193	TFAP4.1
g24194	TPRX1
g24195	CTRB1.4
g24196	TMPRSS7.1
g24197	g24197
g24198	NKX3.2.1
g24199	g24199
g24200	g24200
g24201	g24201
g24203	NCK1.1
g24204	UBAC2
g24205	g24205
g24206	g24206
g24207	GSR
g24208	g24208
g24209	g24209
g24210	g24210
g24212	g24212
g24213	NOTCH3
g24214	PLA2R1
g24215	g24215
g24216	g24216
g24217	g24217
g24225	g24225
g24226	PLCXD2
g24227	g24227
g24228	MORN4
g24229	BIVM
g24231	g24231
g24232	g24232
g24234	ERCC5
g24236	g24236
g24237	g24237
g24238	g24238
g24252	g24252
g24253	g24253
g24256	IQCG
g24257	GPATCH1
g24258	SLC35A5
g24259	SAT2.2
g24260	g24260
g24261	AMMECR1L
g24262	CLNS1A
g24263	PANK4
g24265	FGL2.3
g24266	TM9SF2
g24267	TM9SF2.1
g24268	TM9SF2.2
g24269	g24269
g24270	g24270
g24271	g24271
g24274	g24274
g24275	g24275
g24277	g24277
g24278	g24278
g24280	g24280
g24281	g24281
g24284	ADO
g24285	RpA.70
g24286	PHACTR2
g24287	g24287
g24288	LAPTM4A
g24290	g24290
g24291	MIOX
g24292	CAMKK2
g24293	TANGO2
g24294	RABEP1
g24295	H1F0.2
g24296	CTC1
g24297	epi.1.1
g24298	MAPK15
g24299	g24299
g24300	STMN2
g24301	RTEL1
g24302	PPP1R27.1
g24303	RPS21
g24305	ELP3
g24306	g24306
g24307	g24307
g24308	HDAC2
g24309	LONRF3.1
g24310	g24310
g24311	MAPRE3
g24312	g24312
g24313	g24313
g24314	g24314
g24315	APPBP2
g24316	MND1
g24317	RPUSD4
g24319	PIGL
g24320	g24320
g24321	g24321
g24322	HSCB
g24323	ACADS
g24324	g24324
g24325	g24325
g24326	RABL3
g24327	sseA
g24328	FBXO21
g24329	TAPT1.1
g24331	USP30
g24332	PRKRIP1
g24333	C1QBP
g24334	PPP1CC
g24335	g24335
g24336	COQ5
g24337	DYNLL2
g24338	DYNLL2.1
g24339	SRSF1
g24340	g24340
g24342	g24342
g24343	TBXAS1.19
g24344	Pect
g24345	CDIPT
g24346	DISP1.3
g24347	CDIPT.1
g24348	g24348
g24349	g24349
g24350	g24350
g24351	g24351
g24353	C16orf58
g24354	NIF3L1
g24355	g24355
g24356	MLXIPL
g24357	g24357
g24358	g24358
g24359	CENPV
g24360	CENPV.1
g24361	GLT1D1
g24362	SEC14L2
g24363	g24363
g24364	FLOT2
g24365	PPP4C
g24366	TCEB2
g24367	RNF185
g24368	GCN1L1
g24369	NUP88
g24370	MRPL50
g24371	PISD
g24372	SNRNP70.1
g24373	g24373
g24374	g24374
g24375	DISP1.4
g24376	MTNR1A.9
g24377	MTNR1A.10
