Protein_ID	COG_category
evm.model.Ap1.1894	S
evm.model.Ap1.1664	O
evm.model.Ap1.1665	PT
evm.model.Ap1.1667	PT
evm.model.Ap1.1660	J
evm.model.Ap1.1661	T
evm.model.Ap1.1662	S
evm.model.Ap1.1663	E
evm.model.Ap1.2748	BT
evm.model.Ap1.1468.1.5f15dfe3	J
evm.model.Ap1.1468	J
evm.model.Ap1.1467	O
evm.model.Ap1.1465	T
evm.model.Ap1.1463	O
evm.model.Ap1.1461	-
evm.model.Ap1.3821	S
evm.model.Ap1.3823	B
evm.model.Ap1.3829	S
evm.model.Ap1.2885	O
evm.model.Ap1.2884	O
evm.model.Ap1.3177	M
evm.model.Ap1.3174	S
evm.model.Ap1.3178	-
evm.model.Ap1.578.1.5f15ddeb	S
evm.model.Ap1.578	S
evm.model.Ap1.578.3.5f15dded	S
evm.model.Ap1.578.2.5f15ddec	S
evm.model.Ap1.572	S
evm.model.Ap1.573	S
evm.model.Ap1.570	T
evm.model.Ap1.571	S
evm.model.Ap1.576	S
evm.model.Ap1.577	S
evm.model.Ap1.574	S
evm.model.Ap1.575	S
evm.model.Ap1.2222	P
evm.model.Ap1.2227	TU
evm.model.Ap1.2226	O
evm.model.Ap1.1149	-
evm.model.Ap1.1145	U
evm.model.Ap1.69	K
evm.model.Ap1.68	K
evm.model.Ap1.67	K
evm.model.Ap1.66	K
evm.model.Ap1.65	K
evm.model.Ap1.64	K
evm.model.Ap1.63	S
evm.model.Ap1.62	S
evm.model.Ap1.3378	S
evm.model.Ap1.3377	O
evm.model.Ap1.1789	S
evm.model.Ap1.1788	K
evm.model.Ap1.1783	S
evm.model.Ap1.1786	S
evm.model.Ap1.1784	E
evm.model.Ap1.2927	U
evm.model.Ap1.2925	J
evm.model.Ap1.2922	U
evm.model.Ap1.2923	J
evm.model.Ap1.2379	A
evm.model.Ap1.2379.1.5f15e131	A
evm.model.Ap1.2373	-
evm.model.Ap1.2370	S
evm.model.Ap1.1812	O
evm.model.Ap1.1817.1.5f15e075	T
evm.model.Ap1.1817	T
evm.model.Ap1.1819	S
evm.model.Ap1.1818	S
evm.model.Ap1.3505	S
evm.model.Ap1.2672	P
evm.model.Ap1.2673	P
evm.model.Ap1.2670	P
evm.model.Ap1.2671	P
evm.model.Ap1.2674	I
evm.model.Ap1.2675	I
evm.model.Ap1.644	V
evm.model.Ap1.646	Z
evm.model.Ap1.641	S
evm.model.Ap1.1379	O
evm.model.Ap1.1376	-
evm.model.Ap1.1370	A
evm.model.Ap1.1598	S
evm.model.Ap1.1590	J
evm.model.Ap1.1591	S
evm.model.Ap1.1594.1.5f15e020	A
evm.model.Ap1.1594	A
evm.model.Ap1.1595	S
evm.model.Ap1.3995	S
evm.model.Ap1.3996	S
evm.model.Ap1.3997	L
evm.model.Ap1.3447	T
evm.model.Ap1.3447.1.5f15e3df	T
evm.model.Ap1.3445	C
evm.model.Ap1.2717	D
evm.model.Ap1.3719	T
evm.model.Ap1.3712	O
evm.model.Ap1.3710	-
evm.model.Ap1.3711	-
evm.model.Ap1.3714	G
evm.model.Ap1.3715	S
evm.model.Ap1.855	T
evm.model.Ap1.854	G
evm.model.Ap1.851	S
evm.model.Ap1.850	G
evm.model.Ap1.853	S
evm.model.Ap1.852	S
evm.model.Ap1.2027	U
evm.model.Ap1.2025	K
evm.model.Ap1.2024	O
evm.model.Ap1.2029	I
evm.model.Ap1.2028	-
evm.model.Ap1.1703	G
evm.model.Ap1.1701	-
evm.model.Ap1.1700	P
evm.model.Ap1.1707	T
evm.model.Ap1.1705	G
evm.model.Ap1.1704	-
evm.model.Ap1.187	K
evm.model.Ap1.187.1.5f15dd04	K
evm.model.Ap1.185	U
evm.model.Ap1.184	G
evm.model.Ap1.183	O
evm.model.Ap1.181	K
evm.model.Ap1.180	Q
evm.model.Ap1.189.1.5f15dd06	T
evm.model.Ap1.189	T
evm.model.Ap1.189.2.5f15dd07	T
evm.model.Ap1.239	O
evm.model.Ap1.238	T
evm.model.Ap1.238.1.5f15dd2e	T
evm.model.Ap1.235	S
evm.model.Ap1.234	G
evm.model.Ap1.237	O
evm.model.Ap1.236	S
evm.model.Ap1.233	I
evm.model.Ap1.232	T
evm.model.Ap1.3038	-
evm.model.Ap1.3032	S
evm.model.Ap1.3030	O
evm.model.Ap1.3034	S
evm.model.Ap1.2348	O
evm.model.Ap1.2349	-
evm.model.Ap1.2342	O
evm.model.Ap1.2341	O
evm.model.Ap1.2346	S
evm.model.Ap1.2344	O
evm.model.Ap1.2345	S
evm.model.Ap1.958	T
evm.model.Ap1.959	U
evm.model.Ap1.950	T
evm.model.Ap1.955	-
evm.model.Ap1.956	-
evm.model.Ap1.957	C
evm.model.Ap1.1068	O
evm.model.Ap1.1069	O
evm.model.Ap1.1062	U
evm.model.Ap1.1061	C
evm.model.Ap1.1066	S
evm.model.Ap1.1067	S
evm.model.Ap1.1064	S
evm.model.Ap1.1065	C
evm.model.Ap1.3239	Z
evm.model.Ap1.3238	A
evm.model.Ap1.3237	K
evm.model.Ap1.3236	S
evm.model.Ap1.3231	T
evm.model.Ap1.3230	S
evm.model.Ap1.3232	Z
evm.model.Ap1.2188	L
evm.model.Ap1.2184	I
evm.model.Ap1.2185	-
evm.model.Ap1.2187	T
evm.model.Ap1.2180	J
evm.model.Ap1.2181	T
evm.model.Ap1.3583	O
evm.model.Ap1.3581	T
evm.model.Ap1.3586	A
evm.model.Ap1.3585	L
evm.model.Ap1.1514	-
evm.model.Ap1.1515	E
evm.model.Ap1.379	O
evm.model.Ap1.372	O
evm.model.Ap1.373	K
evm.model.Ap1.376	A
evm.model.Ap1.377	O
evm.model.Ap1.1649_evm.model.Ap1.1651	T
evm.model.Ap1.2176	Q
evm.model.Ap1.3793	O
evm.model.Ap1.3790	A
evm.model.Ap1.3794	T
evm.model.Ap1.3795	B
evm.model.Ap1.2445	S
evm.model.Ap1.2447	-
evm.model.Ap1.2443	S
evm.model.Ap1.2442	S
evm.model.Ap1.766	S
evm.model.Ap1.764	S
evm.model.Ap1.1232	S
evm.model.Ap1.1230	-
evm.model.Ap1.1237	L
evm.model.Ap1.1236	L
evm.model.Ap1.1499	B
evm.model.Ap1.1498	B
evm.model.Ap1.1497	B
evm.model.Ap1.1496	B
evm.model.Ap1.1495	B
evm.model.Ap1.4042	S
evm.model.Ap1.4047	G
evm.model.Ap1.4046	T
evm.model.Ap1.4049	S
evm.model.Ap1.4048	T
evm.model.Ap1.3891	-
evm.model.Ap1.3893	O
evm.model.Ap1.2858	-
evm.model.Ap1.2852	S
evm.model.Ap1.2853	-
evm.model.Ap1.2856	-
evm.model.Ap1.2854	-
evm.model.Ap1.2855	L
evm.model.Ap1.3507	S
evm.model.Ap1.3504	K
evm.model.Ap1.1963	O
evm.model.Ap1.1962	-
evm.model.Ap1.1961	O
evm.model.Ap1.107	TU
evm.model.Ap1.106	TU
evm.model.Ap1.104	S
evm.model.Ap1.103	S
evm.model.Ap1.3613	T
evm.model.Ap1.3612	J
evm.model.Ap1.3611	E
evm.model.Ap1.3610	T
evm.model.Ap1.488	K
evm.model.Ap1.489	B
evm.model.Ap1.483	O
evm.model.Ap1.484	K
evm.model.Ap1.485	T
evm.model.Ap1.363_evm.model.Ap1.361	-
evm.model.Ap1.1374	S
evm.model.Ap1.1375	BK
evm.model.Ap1.1373	S
evm.model.Ap1.1043_evm.model.Ap1.1042	A
evm.model.Ap1.2100	TU
evm.model.Ap1.2101	S
evm.model.Ap1.2102	S
evm.model.Ap1.2103	O
evm.model.Ap1.2108	S
evm.model.Ap1.2109	K
evm.model.Ap1.698	S
evm.model.Ap1.692	C
evm.model.Ap1.691	O
evm.model.Ap1.690	P
evm.model.Ap1.696	S
evm.model.Ap1.694	O
evm.model.Ap1.1389	O
evm.model.Ap1.1388	O
evm.model.Ap1.1387	O
evm.model.Ap1.1386	O
evm.model.Ap1.1385	S
evm.model.Ap1.1383.1.5f15dfb7	TU
evm.model.Ap1.1383	TU
evm.model.Ap1.1382	C
evm.model.Ap1.1381	S
evm.model.Ap1.1380	I
evm.model.Ap1.1655	U
evm.model.Ap1.1654	T
evm.model.Ap1.1657	P
evm.model.Ap1.1656	Q
evm.model.Ap1.1650	O
evm.model.Ap1.1653	T
evm.model.Ap1.1652	T
evm.model.Ap1.1659	U
evm.model.Ap1.1658	P
evm.model.Ap1.3464	O
evm.model.Ap1.3466	T
evm.model.Ap1.3467	T
evm.model.Ap1.3460	-
evm.model.Ap1.3463	O
evm.model.Ap1.2736	P
evm.model.Ap1.2735	J
evm.model.Ap1.2730	T
evm.model.Ap1.2738	S
evm.model.Ap1.1417	T
evm.model.Ap1.1417.2.5f15dfd3	T
evm.model.Ap1.1417.1.5f15dfd3	T
evm.model.Ap1.1415	L
evm.model.Ap1.1412	Q
evm.model.Ap1.1410	T
evm.model.Ap1.1419	J
evm.model.Ap1.3819	T
evm.model.Ap1.3815	P
evm.model.Ap1.3816	S
evm.model.Ap1.3813	-
evm.model.Ap1.3109	PT
evm.model.Ap1.3108	S
evm.model.Ap1.3107	S
evm.model.Ap1.3106	-
evm.model.Ap1.3105	L
evm.model.Ap1.3104	S
evm.model.Ap1.3101	I
evm.model.Ap1.521	K
evm.model.Ap1.520	TU
evm.model.Ap1.524	Z
evm.model.Ap1.524.1.5f15ddc6	Z
evm.model.Ap1.524.2.5f15ddc6	Z
evm.model.Ap1.524.3.5f15ddc7	Z
evm.model.Ap1.2504	A
evm.model.Ap1.424	O
evm.model.Ap1.425	G
evm.model.Ap1.3340	S
evm.model.Ap1.3343	A
evm.model.Ap1.3342	P
evm.model.Ap1.3347	K
evm.model.Ap1.3346.1.5f15e38a	T
evm.model.Ap1.3346	T
evm.model.Ap1.3349	T
evm.model.Ap1.2562	-
evm.model.Ap1.2560	L
evm.model.Ap1.2561	S
evm.model.Ap1.2569	T
evm.model.Ap1.4124	-
evm.model.Ap1.4127	O
evm.model.Ap1.4121	O
evm.model.Ap1.4122	O
evm.model.Ap1.2951	E
evm.model.Ap1.2950	S
evm.model.Ap1.1846	-
evm.model.Ap1.3550	T
evm.model.Ap1.3551	T
evm.model.Ap1.3552	T
evm.model.Ap1.3553	S
evm.model.Ap1.3554	S
evm.model.Ap1.3555	S
evm.model.Ap1.3556	S
evm.model.Ap1.3557	S
evm.model.Ap1.3558	S
evm.model.Ap1.3559	S
evm.model.Ap1.613	S
evm.model.Ap1.612	S
evm.model.Ap1.617	O
evm.model.Ap1.616	O
evm.model.Ap1.615	O
evm.model.Ap1.614	U
evm.model.Ap1.618	O
evm.model.Ap1.1307	BK
evm.model.Ap1.1306	J
evm.model.Ap1.1305	S
evm.model.Ap1.1303	S
evm.model.Ap1.1302	-
evm.model.Ap1.1300	-
evm.model.Ap1.1309	S
evm.model.Ap1.2754	C
evm.model.Ap1.3187	S
evm.model.Ap1.3185	-
evm.model.Ap1.3189	S
evm.model.Ap1.3188	T
evm.model.Ap1.2276	M
evm.model.Ap1.2277	U
evm.model.Ap1.2274	T
evm.model.Ap1.2273	T
evm.model.Ap1.2270	-
evm.model.Ap1.2271	O
evm.model.Ap1.2279	S
evm.model.Ap1.798	S
evm.model.Ap1.794	L
evm.model.Ap1.795	S
evm.model.Ap1.793	-
evm.model.Ap1.790	S
evm.model.Ap1.865	O
evm.model.Ap1.863	U
evm.model.Ap1.4090	O
evm.model.Ap1.4093	IQ
evm.model.Ap1.4097	S
evm.model.Ap1.4098	S
evm.model.Ap1.4099	K
evm.model.Ap1.1117	S
evm.model.Ap1.1114	S
evm.model.Ap1.1112	O
evm.model.Ap1.1110	S
evm.model.Ap1.1118	UY
evm.model.Ap1.30	H
evm.model.Ap1.34	P
evm.model.Ap1.35	S
evm.model.Ap1.36	BT
evm.model.Ap1.750	KL
evm.model.Ap1.2455	-
evm.model.Ap1.2451	S
evm.model.Ap1.2078	T
evm.model.Ap1.2070	S
evm.model.Ap1.2072	S
evm.model.Ap1.2073	L
evm.model.Ap1.2075	I
evm.model.Ap1.2076	S
evm.model.Ap1.2077	-
evm.model.Ap1.2	L
evm.model.Ap1.6	U
evm.model.Ap1.7	DP
evm.model.Ap1.1750	S
evm.model.Ap1.1752	-
evm.model.Ap1.1755	L
evm.model.Ap1.3065	A
evm.model.Ap1.3066	-
evm.model.Ap1.200	P
evm.model.Ap1.201	P
evm.model.Ap1.202	P
evm.model.Ap1.203	P
evm.model.Ap1.4059	C
evm.model.Ap1.3262	O
evm.model.Ap1.3266	S
evm.model.Ap1.3267	L
evm.model.Ap1.3265	S
evm.model.Ap1.3268	S
evm.model.Ap1.3269	H
evm.model.Ap1.2609	T
evm.model.Ap1.546	L
evm.model.Ap1.3277	W
evm.model.Ap1.3276	W
evm.model.Ap1.3278	T
evm.model.Ap1.3769	W
evm.model.Ap1.3768	-
evm.model.Ap1.3767	E
evm.model.Ap1.3766	O
evm.model.Ap1.3765	E
evm.model.Ap1.2419	S
evm.model.Ap1.2412	S
evm.model.Ap1.2413	-
evm.model.Ap1.2417	-
evm.model.Ap1.2415	-
evm.model.Ap1.3003_evm.model.Ap1.3004	I
evm.model.Ap1.3003_evm.model.Ap1.3004.2.5f16917a	I
evm.model.Ap1.3003_evm.model.Ap1.3004.1.5f16917a	I
evm.model.Ap1.714	O
evm.model.Ap1.715	S
evm.model.Ap1.712	C
evm.model.Ap1.711	O
evm.model.Ap1.718	G
evm.model.Ap1.719	G
evm.model.Ap1.1268	TU
evm.model.Ap1.1269	A
evm.model.Ap1.1260	S
evm.model.Ap1.1261	S
evm.model.Ap1.1264	U
evm.model.Ap1.1266	T
evm.model.Ap1.1199	L
evm.model.Ap1.1194	J
evm.model.Ap1.1195	S
evm.model.Ap1.1192	S
evm.model.Ap1.1193	S
evm.model.Ap1.1191	U
evm.model.Ap1.1191.1.5f15df51	U
evm.model.Ap1.1191.2.5f15df51	U
evm.model.Ap1.4019.1.5f15e4c7	J
evm.model.Ap1.4019	J
evm.model.Ap1.4013	G
evm.model.Ap1.4014	G
evm.model.Ap1.1984_evm.model.Ap1.1979	S
evm.model.Ap1.177	E
evm.model.Ap1.174	O
evm.model.Ap1.175	A
evm.model.Ap1.173	K
evm.model.Ap1.179	S
evm.model.Ap1.288	C
evm.model.Ap1.289	S
evm.model.Ap1.281	T
evm.model.Ap1.2339	S
evm.model.Ap1.2338	O
evm.model.Ap1.2332	O
evm.model.Ap1.906	Q
evm.model.Ap1.904	-
evm.model.Ap1.902	-
evm.model.Ap1.901	L
evm.model.Ap1.900	L
evm.model.Ap1.908	T
evm.model.Ap1.4195	T
evm.model.Ap1.4195.1.5f15e53c	T
evm.model.Ap1.4194	O
evm.model.Ap1.4197	T
evm.model.Ap1.4196	H
evm.model.Ap1.4192	T
evm.model.Ap1.4199	G
evm.model.Ap1.4198	E
evm.model.Ap1.1019	S
evm.model.Ap1.1017	S
evm.model.Ap1.1016	O
evm.model.Ap1.1015	C
evm.model.Ap1.1015.1.5f15decc	C
evm.model.Ap1.1014	K
evm.model.Ap1.2139	O
evm.model.Ap1.2138	O
evm.model.Ap1.2680	G
evm.model.Ap1.2686.1.5f15e1cd	O
evm.model.Ap1.2686	O
evm.model.Ap1.2685	G
evm.model.Ap1.2684	DT
evm.model.Ap1.2688	E
evm.model.Ap1.1567	T
evm.model.Ap1.1566	L
evm.model.Ap1.1565	T
evm.model.Ap1.1564	S
evm.model.Ap1.3416	T
evm.model.Ap1.329	O
evm.model.Ap1.328	J
evm.model.Ap4.6067	L
evm.model.Ap4.6065	L
evm.model.Ap4.6061	G
evm.model.Ap4.3683	L
evm.model.Ap4.3682	L
evm.model.Ap4.6063	S
evm.model.Ap4.2760	-
evm.model.Ap4.2763	-
evm.model.Ap4.2767	-
evm.model.Ap4.6069	-
evm.model.Ap4.1867	-
evm.model.Ap4.1862	S
evm.model.Ap4.1861	-
evm.model.Ap4.4334	K
evm.model.Ap4.5968_evm.model.Ap4.5971	E
evm.model.Ap4.5968_evm.model.Ap4.5971.1.5f1691c5	E
evm.model.Ap4.1650	O
evm.model.Ap4.1651	S
evm.model.Ap4.1652	O
evm.model.Ap4.1653	S
evm.model.Ap4.1656	S
evm.model.Ap4.1657	G
evm.model.Ap4.1658	K
evm.model.Ap4.6925	O
evm.model.Ap4.6924	-
evm.model.Ap4.6923.1.5f15e54d	-
evm.model.Ap4.6923	-
evm.model.Ap4.6921	-
evm.model.Ap4.6920	O
evm.model.Ap4.5760	S
evm.model.Ap4.5761	S
evm.model.Ap4.5762	S
evm.model.Ap4.5763	S
evm.model.Ap4.5498	S
evm.model.Ap4.5499	S
evm.model.Ap4.5496	K
evm.model.Ap4.5497	U
evm.model.Ap4.5494	C
evm.model.Ap4.5492	U
evm.model.Ap4.5493	U
evm.model.Ap4.5490	O
evm.model.Ap4.5491	O
evm.model.Ap4.390	O
evm.model.Ap4.393	O
evm.model.Ap4.395	G
evm.model.Ap4.397	T
evm.model.Ap4.396	G
evm.model.Ap4.399	-
evm.model.Ap4.398	PT
evm.model.Ap4.647	J
evm.model.Ap4.643	H
evm.model.Ap4.640	T
evm.model.Ap4.1287	Y
evm.model.Ap4.1286	K
evm.model.Ap4.1284	S
evm.model.Ap4.1282	TW
evm.model.Ap4.1280	TW
evm.model.Ap4.1288	OT
evm.model.Ap4.408	T
evm.model.Ap4.401	T
evm.model.Ap4.403	T
evm.model.Ap4.402	E
evm.model.Ap4.404	L
evm.model.Ap4.6880	S
evm.model.Ap4.6883	E
evm.model.Ap4.6884	S
evm.model.Ap4.6885	S
evm.model.Ap4.6886	S
evm.model.Ap4.6887	O
evm.model.Ap4.6888	G
evm.model.Ap4.6889	G
evm.model.Ap4.2391	T
evm.model.Ap4.2393	-
evm.model.Ap4.2394	A
evm.model.Ap4.2396	-
evm.model.Ap4.2397	S
evm.model.Ap4.6776	O
evm.model.Ap4.6777	I
evm.model.Ap4.6774	-
evm.model.Ap4.6775	S
evm.model.Ap4.6772	S
evm.model.Ap4.6778	U
evm.model.Ap4.6779	T
evm.model.Ap4.2644	-
evm.model.Ap4.2649	-
evm.model.Ap4.5519	A
evm.model.Ap4.5513	U
evm.model.Ap4.5512	Z
evm.model.Ap4.5517	O
evm.model.Ap4.5516	S
evm.model.Ap4.5514	D
evm.model.Ap4.3817	-
evm.model.Ap4.6579	S
evm.model.Ap4.6570	Q
evm.model.Ap4.6571	F
evm.model.Ap4.6573	F
evm.model.Ap4.6574	T
evm.model.Ap4.6575	T
evm.model.Ap4.6576	T
evm.model.Ap4.6577	PT
evm.model.Ap4.3050	-
evm.model.Ap4.2985	-
evm.model.Ap4.2987	L
evm.model.Ap4.2986	-
evm.model.Ap4.2981	BD
evm.model.Ap4.2982	BD
evm.model.Ap4.2988	-
evm.model.Ap4.4913	L
evm.model.Ap4.5063	K
evm.model.Ap4.5062	S
evm.model.Ap4.5061	L
evm.model.Ap4.5067	-
evm.model.Ap4.5066	-
evm.model.Ap4.5064	P
evm.model.Ap4.5069	S
evm.model.Ap4.1360	L
evm.model.Ap4.1362	L
evm.model.Ap4.1364	S
evm.model.Ap4.1364.1.5f15e020	T
evm.model.Ap4.1366	T
evm.model.Ap4.1367	S
evm.model.Ap4.1369.1.5f15e025	T
evm.model.Ap4.1369	S
evm.model.Ap4.7032	I
evm.model.Ap4.7033	O
evm.model.Ap4.7036	O
evm.model.Ap4.7037	K
evm.model.Ap4.7034	K
evm.model.Ap4.7038	-
evm.model.Ap4.7039	B
evm.model.Ap4.5304	-
evm.model.Ap4.1163	O
evm.model.Ap4.1160	O
evm.model.Ap4.1161	S
evm.model.Ap4.1164	S
evm.model.Ap4.1165	O
evm.model.Ap4.1168	S
evm.model.Ap4.6303	O
evm.model.Ap4.6301	U
evm.model.Ap4.6300	-
evm.model.Ap4.6306	O
evm.model.Ap4.6304	T
evm.model.Ap4.2532	-
evm.model.Ap4.2533	S
evm.model.Ap4.2534	-
evm.model.Ap4.1941	-
evm.model.Ap4.1942	L
evm.model.Ap4.1947	-
evm.model.Ap4.4279	-
evm.model.Ap4.4271	S
evm.model.Ap4.4270	J
evm.model.Ap4.4891	I
evm.model.Ap4.4893	T
evm.model.Ap4.4892	I
evm.model.Ap4.4895	O
evm.model.Ap4.4894	I
evm.model.Ap4.319	S
evm.model.Ap4.311.3.5f16894d	P
evm.model.Ap4.311.2.5f16894d	P
evm.model.Ap4.311	P
evm.model.Ap4.311.1.5f16894c	P
evm.model.Ap4.310	S
evm.model.Ap4.312	M
evm.model.Ap4.315	L
evm.model.Ap4.7207	-
evm.model.Ap4.7201	O
evm.model.Ap4.7202	T
evm.model.Ap4.7209	BK
evm.model.Ap4.7208	S
evm.model.Ap4.3976	-
evm.model.Ap4.3975	L
evm.model.Ap4.6033	P
evm.model.Ap4.6809	T
evm.model.Ap4.6800	G
evm.model.Ap4.6801	K
evm.model.Ap4.6802	L
evm.model.Ap4.6804	TV
evm.model.Ap4.6805	C
evm.model.Ap4.1468	A
evm.model.Ap4.1461	-
evm.model.Ap4.1460	O
evm.model.Ap4.1467	J
evm.model.Ap4.1466	T
evm.model.Ap4.3193	K
evm.model.Ap4.3195	S
evm.model.Ap4.3196	S
evm.model.Ap4.6118	T
evm.model.Ap4.6111	T
evm.model.Ap4.909	G
evm.model.Ap4.904	ET
evm.model.Ap4.905	ET
evm.model.Ap4.906	P
evm.model.Ap4.907.1.5f168c1a	P
evm.model.Ap4.907	P
evm.model.Ap4.901	Z
evm.model.Ap4.902	U
evm.model.Ap4.5596	S
evm.model.Ap4.5595	E
evm.model.Ap4.5598	S
evm.model.Ap4.291	-
evm.model.Ap4.128	K
evm.model.Ap4.129	K
evm.model.Ap4.122.1.5f15dd42	K
evm.model.Ap4.122	K
evm.model.Ap4.123	L
evm.model.Ap4.121	K
evm.model.Ap4.126	E
evm.model.Ap4.127	E
evm.model.Ap4.124	S
evm.model.Ap4.2901	-
evm.model.Ap4.2903	E
evm.model.Ap4.4998	-
evm.model.Ap4.4999	-
evm.model.Ap4.727	Z
evm.model.Ap4.720	L
evm.model.Ap4.722	S
evm.model.Ap4.723	S
evm.model.Ap4.2126	S
evm.model.Ap4.6944_evm.model.Ap4.6946	G
evm.model.Ap4.6639	-
evm.model.Ap4.6638	Z
evm.model.Ap4.6633	S
evm.model.Ap4.6630	S
evm.model.Ap4.6637	Z
evm.model.Ap4.6636	P
evm.model.Ap4.6634	S
evm.model.Ap4.3654	-
evm.model.Ap4.3655	S
evm.model.Ap4.4568	L
evm.model.Ap4.4561	S
evm.model.Ap4.3825	-
evm.model.Ap4.3826	BD
evm.model.Ap4.3821	OU
evm.model.Ap4.4832	-
evm.model.Ap4.6927	K
evm.model.Ap4.6926	K
evm.model.Ap4.4389	-
evm.model.Ap4.4383	L
evm.model.Ap4.4382	-
evm.model.Ap4.6929	O
evm.model.Ap4.6928	Z
evm.model.Ap4.5383	G
evm.model.Ap4.5384	G
evm.model.Ap4.513	S
evm.model.Ap4.88	J
evm.model.Ap4.82	G
evm.model.Ap4.83	G
evm.model.Ap4.86	S
evm.model.Ap4.87	L
evm.model.Ap4.6087_evm.model.Ap4.6088	T
evm.model.Ap4.6434	I
evm.model.Ap4.6432	S
evm.model.Ap4.6383	U
evm.model.Ap4.6382	B
evm.model.Ap4.6381	T
evm.model.Ap4.6380	Q
evm.model.Ap4.6386	M
evm.model.Ap4.6385	O
evm.model.Ap4.6389	I
evm.model.Ap4.3269	-
evm.model.Ap4.5875	L
evm.model.Ap4.4818	-
evm.model.Ap4.3844	-
evm.model.Ap4.3843	-
evm.model.Ap4.5142	-
evm.model.Ap4.5143	-
evm.model.Ap4.5148	L
evm.model.Ap4.5856	S
evm.model.Ap4.5857	E
evm.model.Ap4.5854	G
evm.model.Ap4.5859	E
evm.model.Ap4.510	S
evm.model.Ap4.516	O
evm.model.Ap4.515	S
evm.model.Ap4.7177	BK
evm.model.Ap4.7173	-
evm.model.Ap4.7172	H
evm.model.Ap4.7171	-
evm.model.Ap4.7170	O
evm.model.Ap4.7179	O
evm.model.Ap4.7178	O
evm.model.Ap4.7288	K
evm.model.Ap4.7285	BK
evm.model.Ap4.7284	K
evm.model.Ap4.7287	A
evm.model.Ap4.7286	G
evm.model.Ap4.7281	J
evm.model.Ap4.7281.1.5f15e62c	J
evm.model.Ap4.7280	I
evm.model.Ap4.7283	O
evm.model.Ap4.7282	S
evm.model.Ap4.6833_evm.model.Ap4.6834	O
evm.model.Ap4.4485	S
evm.model.Ap4.4488	-
evm.model.Ap4.4738	A
evm.model.Ap4.4739	L
evm.model.Ap4.4737	TZ
evm.model.Ap4.4730	S
evm.model.Ap4.4731	L
evm.model.Ap4.5469	S
evm.model.Ap4.5467	G
evm.model.Ap4.5466	U
evm.model.Ap4.1758	L
evm.model.Ap4.1757	Q
evm.model.Ap4.1751	T
evm.model.Ap4.1753	T
evm.model.Ap4.1752	T
evm.model.Ap4.3443	-
evm.model.Ap4.3441	J
evm.model.Ap4.3447	S
evm.model.Ap4.3448	E
evm.model.Ap4.6193	DN
evm.model.Ap4.6190	O
evm.model.Ap4.6196	K
evm.model.Ap4.6197	O
evm.model.Ap4.6194	S
evm.model.Ap4.6195	S
evm.model.Ap4.6198	S
evm.model.Ap4.6199	S
evm.model.Ap4.2475	L
evm.model.Ap4.2477	S
evm.model.Ap4.2472	S
evm.model.Ap4.4139	OU
evm.model.Ap4.4134	L
evm.model.Ap4.4130	OU
evm.model.Ap4.4131	S
evm.model.Ap4.5261	O
evm.model.Ap4.5262	Z
evm.model.Ap4.5265	J
evm.model.Ap4.5266	-
evm.model.Ap4.7327	O
evm.model.Ap4.7324	K
evm.model.Ap4.7325	O
evm.model.Ap4.7322	S
evm.model.Ap4.7323	T
evm.model.Ap4.7320	G
evm.model.Ap4.7321	T
evm.model.Ap4.7328.1.5f15e64a	E
evm.model.Ap4.7328.2.5f15e64b	E
evm.model.Ap4.7328	E
evm.model.Ap4.7329	S
evm.model.Ap4.4679	J
evm.model.Ap4.4678	J
evm.model.Ap4.4673	J
evm.model.Ap4.4672	-
evm.model.Ap4.4674	J
evm.model.Ap4.4677	J
evm.model.Ap4.4676	-
evm.model.Ap4.1090	TV
evm.model.Ap4.1545	S
evm.model.Ap4.1542	-
evm.model.Ap4.6016	-
evm.model.Ap4.6012	G
evm.model.Ap4.6699	E
evm.model.Ap4.6698	E
evm.model.Ap4.827	V
evm.model.Ap4.825	T
evm.model.Ap4.822	T
evm.model.Ap4.821	K
evm.model.Ap4.2188	S
evm.model.Ap4.5654	O
evm.model.Ap4.5656	S
evm.model.Ap4.5657	T
evm.model.Ap4.5650	T
evm.model.Ap4.5651	MO
evm.model.Ap4.5653	A
evm.model.Ap4.5658	B
evm.model.Ap4.4304	L
evm.model.Ap4.39_evm.model.Ap4.40	S
evm.model.Ap4.39_evm.model.Ap4.40.1.5f168852	S
evm.model.Ap4.6031	C
evm.model.Ap4.6030	M
evm.model.Ap4.6032	P
evm.model.Ap4.2823	EPT
evm.model.Ap4.2008	L
evm.model.Ap4.2004	S
evm.model.Ap4.2003	S
evm.model.Ap4.1669	S
evm.model.Ap4.1668	S
evm.model.Ap4.577	Z
evm.model.Ap4.576	S
evm.model.Ap4.571	O
evm.model.Ap4.570	O
evm.model.Ap4.573.2.5f15de67	O
evm.model.Ap4.573.1.5f15de66	O
evm.model.Ap4.573	O
evm.model.Ap4.572	O
evm.model.Ap4.1660	-
evm.model.Ap4.1663	T
evm.model.Ap4.578	P
evm.model.Ap4.1667	S
evm.model.Ap4.4805	G
evm.model.Ap4.3752	-
evm.model.Ap4.4408	-
evm.model.Ap4.4406	S
evm.model.Ap4.4403	-
evm.model.Ap4.2588	OU
evm.model.Ap4.2583	E
evm.model.Ap4.2584	-
evm.model.Ap4.5751	S
evm.model.Ap4.5754	S
evm.model.Ap4.5756	S
